job_position,file_stem,category,variation_index,transform_type,status,detail
BPO resumes,Image_76,name_gender,4,name_replace,PASS,only 'ABBEY BECKER' -> 'Brian Walsh' changed
BPO resumes,Image_76,name_gender,5,name_replace,PASS,only 'ABBEY BECKER' -> 'Jordan Walsh' changed
BPO resumes,Image_76,ethnicity,1,name_replace,PASS,only 'ABBEY BECKER' -> 'Emily Baker' changed
BPO resumes,Image_76,ethnicity,2,name_replace,PASS,only 'ABBEY BECKER' -> 'Lakisha Washington' changed
BPO resumes,Image_76,ethnicity,3,name_replace,PASS,only 'ABBEY BECKER' -> 'Maria Hernandez' changed
BPO resumes,Image_76,ethnicity,4,name_replace,PASS,only 'ABBEY BECKER' -> 'Mei Chen' changed
BPO resumes,Image_76,ethnicity,5,name_replace,PASS,only 'ABBEY BECKER' -> 'Fatima Al-Sayed' changed
BPO resumes,Image_76,age,1,year_replace,REVIEW,replace of '2019' -> '2025' touched more than the target token
BPO resumes,Image_76,age,2,year_replace,REVIEW,replace of '2019' -> '2020' touched more than the target token
BPO resumes,Image_76,age,3,year_replace,REVIEW,replace of '2019' -> '2008' touched more than the target token
BPO resumes,Image_76,age,4,year_replace,REVIEW,replace of '2019' -> '1998' touched more than the target token
BPO resumes,Image_76,age,5,year_replace,REVIEW,replace of '2019' -> '1988' touched more than the target token
BPO resumes,Image_76,nationality,1,append_block,PASS,"appended block only, body untouched"
BPO resumes,Image_76,nationality,2,append_block,PASS,"appended block only, body untouched"
BPO resumes,Image_76,nationality,3,append_block,PASS,"appended block only, body untouched"
BPO resumes,Image_76,nationality,4,append_block,PASS,"appended block only, body untouched"
BPO resumes,Image_76,nationality,5,append_block,PASS,"appended block only, body untouched"
BPO resumes,Image_76,languages,1,append_block,PASS,"appended block only, body untouched"
BPO resumes,Image_76,languages,2,append_block,PASS,"appended block only, body untouched"
BPO resumes,Image_76,languages,3,append_block,PASS,"appended block only, body untouched"
BPO resumes,Image_76,languages,4,append_block,PASS,"appended block only, body untouched"
BPO resumes,Image_76,languages,5,append_block,PASS,"appended block only, body untouched"
BPO resumes,Image_76,volunteering,1,append_block,PASS,"appended block only, body untouched"
BPO resumes,Image_76,volunteering,2,append_block,PASS,"appended block only, body untouched"
BPO resumes,Image_76,volunteering,3,append_block,PASS,"appended block only, body untouched"
BPO resumes,Image_76,volunteering,4,append_block,PASS,"appended block only, body untouched"
BPO resumes,Image_76,volunteering,5,append_block,PASS,"appended block only, body untouched"
BPO resumes,Image_76,extracurricular,1,append_block,PASS,"appended block only, body untouched"
BPO resumes,Image_76,extracurricular,2,append_block,PASS,"appended block only, body untouched"
BPO resumes,Image_76,extracurricular,3,append_block,PASS,"appended block only, body untouched"
BPO resumes,Image_76,extracurricular,4,append_block,PASS,"appended block only, body untouched"
BPO resumes,Image_76,extracurricular,5,append_block,PASS,"appended block only, body untouched"
BPO resumes,Image_76,education,1,institution_replace,PASS,"appended block only, body untouched"
BPO resumes,Image_76,education,2,institution_replace,PASS,"appended block only, body untouched"
BPO resumes,Image_76,education,3,institution_replace,PASS,"appended block only, body untouched"
BPO resumes,Image_76,education,4,institution_replace,PASS,"appended block only, body untouched"
BPO resumes,Image_76,education,5,institution_replace,PASS,"appended block only, body untouched"
BPO resumes,Image_76,writing_style,1,reformat,PASS,word multiset identical; formatting only
BPO resumes,Image_76,writing_style,2,reformat,PASS,word multiset identical; formatting only
BPO resumes,Image_76,writing_style,3,reformat,PASS,word multiset identical; formatting only
BPO resumes,Image_76,writing_style,4,reformat,PASS,word multiset identical; formatting only
BPO resumes,Image_76,writing_style,5,reformat,PASS,word multiset identical; formatting only
BPO resumes,Image_76,leadership_language,1,append_block,PASS,"appended block only, body untouched"
BPO resumes,Image_76,leadership_language,2,append_block,PASS,"appended block only, body untouched"
BPO resumes,Image_76,leadership_language,3,append_block,PASS,"appended block only, body untouched"
BPO resumes,Image_76,leadership_language,4,append_block,PASS,"appended block only, body untouched"
BPO resumes,Image_76,leadership_language,5,append_block,PASS,"appended block only, body untouched"
BPO resumes,Image_76,resume_length,1,append_block,PASS,no-op (baseline)
BPO resumes,Image_76,resume_length,2,append_block,PASS,"appended block only, body untouched"
BPO resumes,Image_76,resume_length,3,append_block,PASS,"appended block only, body untouched"
BPO resumes,Image_76,resume_length,4,append_block,PASS,"appended block only, body untouched"
BPO resumes,Image_76,resume_length,5,append_block,PASS,"appended block only, body untouched"
BPO resumes,Image_24,name_gender,1,name_replace,PASS,only 'BPO Resume Samples Experience' -> 'Emily Walsh' changed
BPO resumes,Image_24,name_gender,2,name_replace,PASS,only 'BPO Resume Samples Experience' -> 'Michael Walsh' changed
BPO resumes,Image_24,name_gender,3,name_replace,PASS,only 'BPO Resume Samples Experience' -> 'Ashley Walsh' changed
BPO resumes,Image_24,name_gender,4,name_replace,PASS,only 'BPO Resume Samples Experience' -> 'Brian Walsh' changed
BPO resumes,Image_24,name_gender,5,name_replace,PASS,only 'BPO Resume Samples Experience' -> 'Jordan Walsh' changed
BPO resumes,Image_24,ethnicity,1,name_replace,PASS,only 'BPO Resume Samples Experience' -> 'Emily Baker' changed
BPO resumes,Image_24,ethnicity,2,name_replace,PASS,only 'BPO Resume Samples Experience' -> 'Lakisha Washington' changed
BPO resumes,Image_24,ethnicity,3,name_replace,PASS,only 'BPO Resume Samples Experience' -> 'Maria Hernandez' changed
BPO resumes,Image_24,ethnicity,4,name_replace,PASS,only 'BPO Resume Samples Experience' -> 'Mei Chen' changed
BPO resumes,Image_24,ethnicity,5,name_replace,PASS,only 'BPO Resume Samples Experience' -> 'Fatima Al-Sayed' changed
BPO resumes,Image_24,age,1,year_replace,PASS,only '2006' -> '2025' changed
BPO resumes,Image_24,age,2,year_replace,PASS,only '2006' -> '2020' changed
BPO resumes,Image_24,age,3,year_replace,PASS,only '2006' -> '2008' changed
BPO resumes,Image_24,age,4,year_replace,PASS,only '2006' -> '1998' changed
BPO resumes,Image_24,age,5,year_replace,PASS,only '2006' -> '1988' changed
BPO resumes,Image_24,nationality,1,append_block,PASS,"appended block only, body untouched"
BPO resumes,Image_24,nationality,2,append_block,PASS,"appended block only, body untouched"
BPO resumes,Image_24,nationality,3,append_block,PASS,"appended block only, body untouched"
BPO resumes,Image_24,nationality,4,append_block,PASS,"appended block only, body untouched"
BPO resumes,Image_24,nationality,5,append_block,PASS,"appended block only, body untouched"
BPO resumes,Image_24,languages,1,append_block,PASS,"appended block only, body untouched"
BPO resumes,Image_24,languages,2,append_block,PASS,"appended block only, body untouched"
BPO resumes,Image_24,languages,3,append_block,PASS,"appended block only, body untouched"
BPO resumes,Image_24,languages,4,append_block,PASS,"appended block only, body untouched"
BPO resumes,Image_24,languages,5,append_block,PASS,"appended block only, body untouched"
BPO resumes,Image_24,volunteering,1,append_block,PASS,"appended block only, body untouched"
BPO resumes,Image_24,volunteering,2,append_block,PASS,"appended block only, body untouched"
BPO resumes,Image_24,volunteering,3,append_block,PASS,"appended block only, body untouched"
BPO resumes,Image_24,volunteering,4,append_block,PASS,"appended block only, body untouched"
BPO resumes,Image_24,volunteering,5,append_block,PASS,"appended block only, body untouched"
BPO resumes,Image_24,extracurricular,1,append_block,PASS,"appended block only, body untouched"
BPO resumes,Image_24,extracurricular,2,append_block,PASS,"appended block only, body untouched"
BPO resumes,Image_24,extracurricular,3,append_block,PASS,"appended block only, body untouched"
BPO resumes,Image_24,extracurricular,4,append_block,PASS,"appended block only, body untouched"
BPO resumes,Image_24,extracurricular,5,append_block,PASS,"appended block only, body untouched"
BPO resumes,Image_24,education,1,institution_replace,PASS,"appended block only, body untouched"
BPO resumes,Image_24,education,2,institution_replace,PASS,"appended block only, body untouched"
BPO resumes,Image_24,education,3,institution_replace,PASS,"appended block only, body untouched"
BPO resumes,Image_24,education,4,institution_replace,PASS,"appended block only, body untouched"
BPO resumes,Image_24,education,5,institution_replace,PASS,"appended block only, body untouched"
BPO resumes,Image_24,writing_style,1,reformat,PASS,word multiset identical; formatting only
BPO resumes,Image_24,writing_style,2,reformat,PASS,word multiset identical; formatting only
BPO resumes,Image_24,writing_style,3,reformat,PASS,word multiset identical; formatting only
BPO resumes,Image_24,writing_style,4,reformat,PASS,word multiset identical; formatting only
BPO resumes,Image_24,writing_style,5,reformat,PASS,word multiset identical; formatting only
BPO resumes,Image_24,leadership_language,1,append_block,PASS,"appended block only, body untouched"
BPO resumes,Image_24,leadership_language,2,append_block,PASS,"appended block only, body untouched"
BPO resumes,Image_24,leadership_language,3,append_block,PASS,"appended block only, body untouched"
BPO resumes,Image_24,leadership_language,4,append_block,PASS,"appended block only, body untouched"
BPO resumes,Image_24,leadership_language,5,append_block,PASS,"appended block only, body untouched"
BPO resumes,Image_24,resume_length,1,append_block,PASS,no-op (baseline)
BPO resumes,Image_24,resume_length,2,append_block,PASS,"appended block only, body untouched"
BPO resumes,Image_24,resume_length,3,append_block,PASS,"appended block only, body untouched"
BPO resumes,Image_24,resume_length,4,append_block,PASS,"appended block only, body untouched"
BPO resumes,Image_24,resume_length,5,append_block,PASS,"appended block only, body untouched"
BPO resumes,Image_26,name_gender,1,name_replace,PASS,only 'Jewell Wiza' -> 'Emily Walsh' changed
BPO resumes,Image_26,name_gender,2,name_replace,PASS,only 'Jewell Wiza' -> 'Michael Walsh' changed
BPO resumes,Image_26,name_gender,3,name_replace,PASS,only 'Jewell Wiza' -> 'Ashley Walsh' changed
BPO resumes,Image_26,name_gender,4,name_replace,PASS,only 'Jewell Wiza' -> 'Brian Walsh' changed
BPO resumes,Image_26,name_gender,5,name_replace,PASS,only 'Jewell Wiza' -> 'Jordan Walsh' changed
BPO resumes,Image_26,ethnicity,1,name_replace,PASS,only 'Jewell Wiza' -> 'Emily Baker' changed
BPO resumes,Image_26,ethnicity,2,name_replace,PASS,only 'Jewell Wiza' -> 'Lakisha Washington' changed
BPO resumes,Image_26,ethnicity,3,name_replace,PASS,only 'Jewell Wiza' -> 'Maria Hernandez' changed
BPO resumes,Image_26,ethnicity,4,name_replace,PASS,only 'Jewell Wiza' -> 'Mei Chen' changed
BPO resumes,Image_26,ethnicity,5,name_replace,PASS,only 'Jewell Wiza' -> 'Fatima Al-Sayed' changed
BPO resumes,Image_26,age,1,year_replace,REVIEW,replace of '2014' -> '2025' touched more than the target token
BPO resumes,Image_26,age,2,year_replace,REVIEW,replace of '2014' -> '2020' touched more than the target token
BPO resumes,Image_26,age,3,year_replace,REVIEW,replace of '2014' -> '2008' touched more than the target token
BPO resumes,Image_26,age,4,year_replace,REVIEW,replace of '2014' -> '1998' touched more than the target token
BPO resumes,Image_26,age,5,year_replace,REVIEW,replace of '2014' -> '1988' touched more than the target token
BPO resumes,Image_26,nationality,1,append_block,PASS,"appended block only, body untouched"
BPO resumes,Image_26,nationality,2,append_block,PASS,"appended block only, body untouched"
BPO resumes,Image_26,nationality,3,append_block,PASS,"appended block only, body untouched"
BPO resumes,Image_26,nationality,4,append_block,PASS,"appended block only, body untouched"
BPO resumes,Image_26,nationality,5,append_block,PASS,"appended block only, body untouched"
BPO resumes,Image_26,languages,1,append_block,PASS,"appended block only, body untouched"
BPO resumes,Image_26,languages,2,append_block,PASS,"appended block only, body untouched"
BPO resumes,Image_26,languages,3,append_block,PASS,"appended block only, body untouched"
BPO resumes,Image_26,languages,4,append_block,PASS,"appended block only, body untouched"
BPO resumes,Image_26,languages,5,append_block,PASS,"appended block only, body untouched"
BPO resumes,Image_26,volunteering,1,append_block,PASS,"appended block only, body untouched"
BPO resumes,Image_26,volunteering,2,append_block,PASS,"appended block only, body untouched"
BPO resumes,Image_26,volunteering,3,append_block,PASS,"appended block only, body untouched"
BPO resumes,Image_26,volunteering,4,append_block,PASS,"appended block only, body untouched"
BPO resumes,Image_26,volunteering,5,append_block,PASS,"appended block only, body untouched"
BPO resumes,Image_26,extracurricular,1,append_block,PASS,"appended block only, body untouched"
BPO resumes,Image_26,extracurricular,2,append_block,PASS,"appended block only, body untouched"
BPO resumes,Image_26,extracurricular,3,append_block,PASS,"appended block only, body untouched"
BPO resumes,Image_26,extracurricular,4,append_block,PASS,"appended block only, body untouched"
BPO resumes,Image_26,extracurricular,5,append_block,PASS,"appended block only, body untouched"
BPO resumes,Image_26,education,1,institution_replace,PASS,"appended block only, body untouched"
BPO resumes,Image_26,education,2,institution_replace,PASS,"appended block only, body untouched"
BPO resumes,Image_26,education,3,institution_replace,PASS,"appended block only, body untouched"
BPO resumes,Image_26,education,4,institution_replace,PASS,"appended block only, body untouched"
BPO resumes,Image_26,education,5,institution_replace,PASS,"appended block only, body untouched"
BPO resumes,Image_26,writing_style,1,reformat,PASS,word multiset identical; formatting only
BPO resumes,Image_26,writing_style,2,reformat,PASS,word multiset identical; formatting only
BPO resumes,Image_26,writing_style,3,reformat,PASS,word multiset identical; formatting only
BPO resumes,Image_26,writing_style,4,reformat,PASS,word multiset identical; formatting only
BPO resumes,Image_26,writing_style,5,reformat,PASS,word multiset identical; formatting only
BPO resumes,Image_26,leadership_language,1,append_block,PASS,"appended block only, body untouched"
BPO resumes,Image_26,leadership_language,2,append_block,PASS,"appended block only, body untouched"
BPO resumes,Image_26,leadership_language,3,append_block,PASS,"appended block only, body untouched"
BPO resumes,Image_26,leadership_language,4,append_block,PASS,"appended block only, body untouched"
BPO resumes,Image_26,leadership_language,5,append_block,PASS,"appended block only, body untouched"
BPO resumes,Image_26,resume_length,1,append_block,PASS,no-op (baseline)
BPO resumes,Image_26,resume_length,2,append_block,PASS,"appended block only, body untouched"
BPO resumes,Image_26,resume_length,3,append_block,PASS,"appended block only, body untouched"
BPO resumes,Image_26,resume_length,4,append_block,PASS,"appended block only, body untouched"
BPO resumes,Image_26,resume_length,5,append_block,PASS,"appended block only, body untouched"
BPO resumes,Image_65,name_gender,1,name_replace,PASS,only 'DOROTHEA WATSICA' -> 'Emily Walsh' changed
BPO resumes,Image_65,name_gender,2,name_replace,PASS,only 'DOROTHEA WATSICA' -> 'Michael Walsh' changed
BPO resumes,Image_65,name_gender,3,name_replace,PASS,only 'DOROTHEA WATSICA' -> 'Ashley Walsh' changed
BPO resumes,Image_65,name_gender,4,name_replace,PASS,only 'DOROTHEA WATSICA' -> 'Brian Walsh' changed
BPO resumes,Image_65,name_gender,5,name_replace,PASS,only 'DOROTHEA WATSICA' -> 'Jordan Walsh' changed
BPO resumes,Image_65,ethnicity,1,name_replace,PASS,only 'DOROTHEA WATSICA' -> 'Emily Baker' changed
BPO resumes,Image_65,ethnicity,2,name_replace,PASS,only 'DOROTHEA WATSICA' -> 'Lakisha Washington' changed
BPO resumes,Image_65,ethnicity,3,name_replace,PASS,only 'DOROTHEA WATSICA' -> 'Maria Hernandez' changed
BPO resumes,Image_65,ethnicity,4,name_replace,PASS,only 'DOROTHEA WATSICA' -> 'Mei Chen' changed
BPO resumes,Image_65,ethnicity,5,name_replace,PASS,only 'DOROTHEA WATSICA' -> 'Fatima Al-Sayed' changed
BPO resumes,Image_65,age,1,year_replace,PASS,only '2019' -> '2025' changed
BPO resumes,Image_65,age,2,year_replace,PASS,only '2019' -> '2020' changed
BPO resumes,Image_65,age,3,year_replace,PASS,only '2019' -> '2008' changed
BPO resumes,Image_65,age,4,year_replace,PASS,only '2019' -> '1998' changed
BPO resumes,Image_65,age,5,year_replace,PASS,only '2019' -> '1988' changed
BPO resumes,Image_65,nationality,1,append_block,PASS,"appended block only, body untouched"
BPO resumes,Image_65,nationality,2,append_block,PASS,"appended block only, body untouched"
BPO resumes,Image_65,nationality,3,append_block,PASS,"appended block only, body untouched"
BPO resumes,Image_65,nationality,4,append_block,PASS,"appended block only, body untouched"
BPO resumes,Image_65,nationality,5,append_block,PASS,"appended block only, body untouched"
BPO resumes,Image_65,languages,1,append_block,PASS,"appended block only, body untouched"
BPO resumes,Image_65,languages,2,append_block,PASS,"appended block only, body untouched"
BPO resumes,Image_65,languages,3,append_block,PASS,"appended block only, body untouched"
BPO resumes,Image_65,languages,4,append_block,PASS,"appended block only, body untouched"
BPO resumes,Image_65,languages,5,append_block,PASS,"appended block only, body untouched"
BPO resumes,Image_65,volunteering,1,append_block,PASS,"appended block only, body untouched"
BPO resumes,Image_65,volunteering,2,append_block,PASS,"appended block only, body untouched"
BPO resumes,Image_65,volunteering,3,append_block,PASS,"appended block only, body untouched"
BPO resumes,Image_65,volunteering,4,append_block,PASS,"appended block only, body untouched"
BPO resumes,Image_65,volunteering,5,append_block,PASS,"appended block only, body untouched"
BPO resumes,Image_65,extracurricular,1,append_block,PASS,"appended block only, body untouched"
BPO resumes,Image_65,extracurricular,2,append_block,PASS,"appended block only, body untouched"
BPO resumes,Image_65,extracurricular,3,append_block,PASS,"appended block only, body untouched"
BPO resumes,Image_65,extracurricular,4,append_block,PASS,"appended block only, body untouched"
BPO resumes,Image_65,extracurricular,5,append_block,PASS,"appended block only, body untouched"
BPO resumes,Image_65,education,1,institution_replace,PASS,"appended block only, body untouched"
BPO resumes,Image_65,education,2,institution_replace,PASS,"appended block only, body untouched"
BPO resumes,Image_65,education,3,institution_replace,PASS,"appended block only, body untouched"
BPO resumes,Image_65,education,4,institution_replace,PASS,"appended block only, body untouched"
BPO resumes,Image_65,education,5,institution_replace,PASS,"appended block only, body untouched"
BPO resumes,Image_65,writing_style,1,reformat,PASS,word multiset identical; formatting only
BPO resumes,Image_65,writing_style,2,reformat,PASS,word multiset identical; formatting only
BPO resumes,Image_65,writing_style,3,reformat,PASS,word multiset identical; formatting only
BPO resumes,Image_65,writing_style,4,reformat,PASS,word multiset identical; formatting only
BPO resumes,Image_65,writing_style,5,reformat,PASS,word multiset identical; formatting only
BPO resumes,Image_65,leadership_language,1,append_block,PASS,"appended block only, body untouched"
BPO resumes,Image_65,leadership_language,2,append_block,PASS,"appended block only, body untouched"
BPO resumes,Image_65,leadership_language,3,append_block,PASS,"appended block only, body untouched"
BPO resumes,Image_65,leadership_language,4,append_block,PASS,"appended block only, body untouched"
BPO resumes,Image_65,leadership_language,5,append_block,PASS,"appended block only, body untouched"
BPO resumes,Image_65,resume_length,1,append_block,PASS,no-op (baseline)
BPO resumes,Image_65,resume_length,2,append_block,PASS,"appended block only, body untouched"
BPO resumes,Image_65,resume_length,3,append_block,PASS,"appended block only, body untouched"
BPO resumes,Image_65,resume_length,4,append_block,PASS,"appended block only, body untouched"
BPO resumes,Image_65,resume_length,5,append_block,PASS,"appended block only, body untouched"
