job_position,file_stem,category,variation_index,transform_type,status,detail
BPO resumes,Image_36,name_gender,1,identity_replace,REVIEW,"no reliable candidate name detected (method=heuristic_top_line, confidence=LOW); left source text untouched; synthetic header prepended; original body byte-identical (not replaced)"
BPO resumes,Image_36,name_gender,2,identity_replace,REVIEW,"no reliable candidate name detected (method=heuristic_top_line, confidence=LOW); left source text untouched; synthetic header prepended; original body byte-identical (not replaced)"
BPO resumes,Image_36,name_gender,3,identity_replace,REVIEW,"no reliable candidate name detected (method=heuristic_top_line, confidence=LOW); left source text untouched; synthetic header prepended; original body byte-identical (not replaced)"
BPO resumes,Image_36,name_gender,4,identity_replace,REVIEW,"no reliable candidate name detected (method=heuristic_top_line, confidence=LOW); left source text untouched; synthetic header prepended; original body byte-identical (not replaced)"
BPO resumes,Image_36,name_gender,5,identity_replace,REVIEW,"no reliable candidate name detected (method=heuristic_top_line, confidence=LOW); left source text untouched; synthetic header prepended; original body byte-identical (not replaced)"
BPO resumes,Image_36,ethnicity,1,identity_replace,REVIEW,"no reliable candidate name detected (method=heuristic_top_line, confidence=LOW); left source text untouched; synthetic header prepended; original body byte-identical (not replaced)"
BPO resumes,Image_36,ethnicity,2,identity_replace,REVIEW,"no reliable candidate name detected (method=heuristic_top_line, confidence=LOW); left source text untouched; synthetic header prepended; original body byte-identical (not replaced)"
BPO resumes,Image_36,ethnicity,3,identity_replace,REVIEW,"no reliable candidate name detected (method=heuristic_top_line, confidence=LOW); left source text untouched; synthetic header prepended; original body byte-identical (not replaced)"
BPO resumes,Image_36,ethnicity,4,identity_replace,REVIEW,"no reliable candidate name detected (method=heuristic_top_line, confidence=LOW); left source text untouched; synthetic header prepended; original body byte-identical (not replaced)"
BPO resumes,Image_36,ethnicity,5,identity_replace,REVIEW,"no reliable candidate name detected (method=heuristic_top_line, confidence=LOW); left source text untouched; synthetic header prepended; original body byte-identical (not replaced)"
BPO resumes,Image_36,age,1,age_replace,REVIEW,no safe education-year field found (employment/certification/project dates are protected); appended a synthetic field instead of editing body text; appended block only; original body byte-identical
BPO resumes,Image_36,age,2,age_replace,REVIEW,no safe education-year field found (employment/certification/project dates are protected); appended a synthetic field instead of editing body text; appended block only; original body byte-identical
BPO resumes,Image_36,age,3,age_replace,REVIEW,no safe education-year field found (employment/certification/project dates are protected); appended a synthetic field instead of editing body text; appended block only; original body byte-identical
BPO resumes,Image_36,age,4,age_replace,REVIEW,no safe education-year field found (employment/certification/project dates are protected); appended a synthetic field instead of editing body text; appended block only; original body byte-identical
BPO resumes,Image_36,age,5,age_replace,REVIEW,no safe education-year field found (employment/certification/project dates are protected); appended a synthetic field instead of editing body text; appended block only; original body byte-identical
BPO resumes,Image_36,nationality,1,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_36,nationality,2,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_36,nationality,3,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_36,nationality,4,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_36,nationality,5,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_36,languages,1,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_36,languages,2,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_36,languages,3,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_36,languages,4,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_36,languages,5,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_36,volunteering,1,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_36,volunteering,2,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_36,volunteering,3,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_36,volunteering,4,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_36,volunteering,5,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_36,extracurricular,1,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_36,extracurricular,2,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_36,extracurricular,3,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_36,extracurricular,4,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_36,extracurricular,5,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_36,education,1,institution_replace,PASS,appended block only; original body byte-identical
BPO resumes,Image_36,education,2,institution_replace,PASS,appended block only; original body byte-identical
BPO resumes,Image_36,education,3,institution_replace,PASS,appended block only; original body byte-identical
BPO resumes,Image_36,education,4,institution_replace,PASS,appended block only; original body byte-identical
BPO resumes,Image_36,education,5,institution_replace,PASS,appended block only; original body byte-identical
BPO resumes,Image_36,writing_style,1,reformat,PASS,word multiset identical; formatting only
BPO resumes,Image_36,writing_style,2,reformat,PASS,word multiset identical; formatting only
BPO resumes,Image_36,writing_style,3,reformat,PASS,word multiset identical; formatting only
BPO resumes,Image_36,writing_style,4,reformat,PASS,word multiset identical; formatting only
BPO resumes,Image_36,writing_style,5,reformat,PASS,word multiset identical; formatting only
BPO resumes,Image_36,leadership_language,1,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_36,leadership_language,2,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_36,leadership_language,3,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_36,leadership_language,4,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_36,leadership_language,5,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_36,resume_length,1,append_block,PASS,no-op (baseline)
BPO resumes,Image_36,resume_length,2,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_36,resume_length,3,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_36,resume_length,4,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_36,resume_length,5,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_76,name_gender,1,identity_replace,PASS,targeted replace of 'ABBEY BECKER' -> 'Emily Walsh' at offset 0; rest of document byte-identical
BPO resumes,Image_76,name_gender,2,identity_replace,PASS,targeted replace of 'ABBEY BECKER' -> 'Michael Walsh' at offset 0; rest of document byte-identical
BPO resumes,Image_76,name_gender,3,identity_replace,PASS,targeted replace of 'ABBEY BECKER' -> 'Ashley Walsh' at offset 0; rest of document byte-identical
BPO resumes,Image_76,name_gender,4,identity_replace,PASS,targeted replace of 'ABBEY BECKER' -> 'Brian Walsh' at offset 0; rest of document byte-identical
BPO resumes,Image_76,name_gender,5,identity_replace,PASS,targeted replace of 'ABBEY BECKER' -> 'Jordan Walsh' at offset 0; rest of document byte-identical
BPO resumes,Image_76,ethnicity,1,identity_replace,PASS,targeted replace of 'ABBEY BECKER' -> 'Emily Baker' at offset 0; rest of document byte-identical
BPO resumes,Image_76,ethnicity,2,identity_replace,PASS,targeted replace of 'ABBEY BECKER' -> 'Lakisha Washington' at offset 0; rest of document byte-identical
BPO resumes,Image_76,ethnicity,3,identity_replace,PASS,targeted replace of 'ABBEY BECKER' -> 'Maria Hernandez' at offset 0; rest of document byte-identical
BPO resumes,Image_76,ethnicity,4,identity_replace,PASS,targeted replace of 'ABBEY BECKER' -> 'Mei Chen' at offset 0; rest of document byte-identical
BPO resumes,Image_76,ethnicity,5,identity_replace,PASS,targeted replace of 'ABBEY BECKER' -> 'Fatima Al-Sayed' at offset 0; rest of document byte-identical
BPO resumes,Image_76,age,1,age_replace,REVIEW,no safe education-year field found (employment/certification/project dates are protected); appended a synthetic field instead of editing body text; appended block only; original body byte-identical
BPO resumes,Image_76,age,2,age_replace,REVIEW,no safe education-year field found (employment/certification/project dates are protected); appended a synthetic field instead of editing body text; appended block only; original body byte-identical
BPO resumes,Image_76,age,3,age_replace,REVIEW,no safe education-year field found (employment/certification/project dates are protected); appended a synthetic field instead of editing body text; appended block only; original body byte-identical
BPO resumes,Image_76,age,4,age_replace,REVIEW,no safe education-year field found (employment/certification/project dates are protected); appended a synthetic field instead of editing body text; appended block only; original body byte-identical
BPO resumes,Image_76,age,5,age_replace,REVIEW,no safe education-year field found (employment/certification/project dates are protected); appended a synthetic field instead of editing body text; appended block only; original body byte-identical
BPO resumes,Image_76,nationality,1,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_76,nationality,2,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_76,nationality,3,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_76,nationality,4,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_76,nationality,5,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_76,languages,1,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_76,languages,2,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_76,languages,3,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_76,languages,4,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_76,languages,5,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_76,volunteering,1,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_76,volunteering,2,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_76,volunteering,3,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_76,volunteering,4,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_76,volunteering,5,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_76,extracurricular,1,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_76,extracurricular,2,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_76,extracurricular,3,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_76,extracurricular,4,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_76,extracurricular,5,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_76,education,1,institution_replace,PASS,appended block only; original body byte-identical
BPO resumes,Image_76,education,2,institution_replace,PASS,appended block only; original body byte-identical
BPO resumes,Image_76,education,3,institution_replace,PASS,appended block only; original body byte-identical
BPO resumes,Image_76,education,4,institution_replace,PASS,appended block only; original body byte-identical
BPO resumes,Image_76,education,5,institution_replace,PASS,appended block only; original body byte-identical
BPO resumes,Image_76,writing_style,1,reformat,PASS,word multiset identical; formatting only
BPO resumes,Image_76,writing_style,2,reformat,PASS,word multiset identical; formatting only
BPO resumes,Image_76,writing_style,3,reformat,PASS,word multiset identical; formatting only
BPO resumes,Image_76,writing_style,4,reformat,PASS,word multiset identical; formatting only
BPO resumes,Image_76,writing_style,5,reformat,PASS,word multiset identical; formatting only
BPO resumes,Image_76,leadership_language,1,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_76,leadership_language,2,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_76,leadership_language,3,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_76,leadership_language,4,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_76,leadership_language,5,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_76,resume_length,1,append_block,PASS,no-op (baseline)
BPO resumes,Image_76,resume_length,2,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_76,resume_length,3,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_76,resume_length,4,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_76,resume_length,5,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_24,name_gender,1,identity_replace,REVIEW,"no reliable candidate name detected (method=heuristic_top_line, confidence=LOW); left source text untouched; synthetic header prepended; original body byte-identical (not replaced)"
BPO resumes,Image_24,name_gender,2,identity_replace,REVIEW,"no reliable candidate name detected (method=heuristic_top_line, confidence=LOW); left source text untouched; synthetic header prepended; original body byte-identical (not replaced)"
BPO resumes,Image_24,name_gender,3,identity_replace,REVIEW,"no reliable candidate name detected (method=heuristic_top_line, confidence=LOW); left source text untouched; synthetic header prepended; original body byte-identical (not replaced)"
BPO resumes,Image_24,name_gender,4,identity_replace,REVIEW,"no reliable candidate name detected (method=heuristic_top_line, confidence=LOW); left source text untouched; synthetic header prepended; original body byte-identical (not replaced)"
BPO resumes,Image_24,name_gender,5,identity_replace,REVIEW,"no reliable candidate name detected (method=heuristic_top_line, confidence=LOW); left source text untouched; synthetic header prepended; original body byte-identical (not replaced)"
BPO resumes,Image_24,ethnicity,1,identity_replace,REVIEW,"no reliable candidate name detected (method=heuristic_top_line, confidence=LOW); left source text untouched; synthetic header prepended; original body byte-identical (not replaced)"
BPO resumes,Image_24,ethnicity,2,identity_replace,REVIEW,"no reliable candidate name detected (method=heuristic_top_line, confidence=LOW); left source text untouched; synthetic header prepended; original body byte-identical (not replaced)"
BPO resumes,Image_24,ethnicity,3,identity_replace,REVIEW,"no reliable candidate name detected (method=heuristic_top_line, confidence=LOW); left source text untouched; synthetic header prepended; original body byte-identical (not replaced)"
BPO resumes,Image_24,ethnicity,4,identity_replace,REVIEW,"no reliable candidate name detected (method=heuristic_top_line, confidence=LOW); left source text untouched; synthetic header prepended; original body byte-identical (not replaced)"
BPO resumes,Image_24,ethnicity,5,identity_replace,REVIEW,"no reliable candidate name detected (method=heuristic_top_line, confidence=LOW); left source text untouched; synthetic header prepended; original body byte-identical (not replaced)"
BPO resumes,Image_24,age,1,age_replace,REVIEW,no safe education-year field found (employment/certification/project dates are protected); appended a synthetic field instead of editing body text; appended block only; original body byte-identical
BPO resumes,Image_24,age,2,age_replace,REVIEW,no safe education-year field found (employment/certification/project dates are protected); appended a synthetic field instead of editing body text; appended block only; original body byte-identical
BPO resumes,Image_24,age,3,age_replace,REVIEW,no safe education-year field found (employment/certification/project dates are protected); appended a synthetic field instead of editing body text; appended block only; original body byte-identical
BPO resumes,Image_24,age,4,age_replace,REVIEW,no safe education-year field found (employment/certification/project dates are protected); appended a synthetic field instead of editing body text; appended block only; original body byte-identical
BPO resumes,Image_24,age,5,age_replace,REVIEW,no safe education-year field found (employment/certification/project dates are protected); appended a synthetic field instead of editing body text; appended block only; original body byte-identical
BPO resumes,Image_24,nationality,1,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_24,nationality,2,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_24,nationality,3,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_24,nationality,4,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_24,nationality,5,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_24,languages,1,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_24,languages,2,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_24,languages,3,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_24,languages,4,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_24,languages,5,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_24,volunteering,1,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_24,volunteering,2,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_24,volunteering,3,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_24,volunteering,4,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_24,volunteering,5,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_24,extracurricular,1,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_24,extracurricular,2,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_24,extracurricular,3,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_24,extracurricular,4,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_24,extracurricular,5,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_24,education,1,institution_replace,PASS,appended block only; original body byte-identical
BPO resumes,Image_24,education,2,institution_replace,PASS,appended block only; original body byte-identical
BPO resumes,Image_24,education,3,institution_replace,PASS,appended block only; original body byte-identical
BPO resumes,Image_24,education,4,institution_replace,PASS,appended block only; original body byte-identical
BPO resumes,Image_24,education,5,institution_replace,PASS,appended block only; original body byte-identical
BPO resumes,Image_24,writing_style,1,reformat,PASS,word multiset identical; formatting only
BPO resumes,Image_24,writing_style,2,reformat,PASS,word multiset identical; formatting only
BPO resumes,Image_24,writing_style,3,reformat,PASS,word multiset identical; formatting only
BPO resumes,Image_24,writing_style,4,reformat,PASS,word multiset identical; formatting only
BPO resumes,Image_24,writing_style,5,reformat,PASS,word multiset identical; formatting only
BPO resumes,Image_24,leadership_language,1,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_24,leadership_language,2,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_24,leadership_language,3,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_24,leadership_language,4,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_24,leadership_language,5,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_24,resume_length,1,append_block,PASS,no-op (baseline)
BPO resumes,Image_24,resume_length,2,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_24,resume_length,3,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_24,resume_length,4,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_24,resume_length,5,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_26,name_gender,1,identity_replace,PASS,targeted replace of 'Jewell Wiza' -> 'Emily Walsh' at offset 69; rest of document byte-identical
BPO resumes,Image_26,name_gender,2,identity_replace,PASS,targeted replace of 'Jewell Wiza' -> 'Michael Walsh' at offset 69; rest of document byte-identical
BPO resumes,Image_26,name_gender,3,identity_replace,PASS,targeted replace of 'Jewell Wiza' -> 'Ashley Walsh' at offset 69; rest of document byte-identical
BPO resumes,Image_26,name_gender,4,identity_replace,PASS,targeted replace of 'Jewell Wiza' -> 'Brian Walsh' at offset 69; rest of document byte-identical
BPO resumes,Image_26,name_gender,5,identity_replace,PASS,targeted replace of 'Jewell Wiza' -> 'Jordan Walsh' at offset 69; rest of document byte-identical
BPO resumes,Image_26,ethnicity,1,identity_replace,PASS,targeted replace of 'Jewell Wiza' -> 'Emily Baker' at offset 69; rest of document byte-identical
BPO resumes,Image_26,ethnicity,2,identity_replace,PASS,targeted replace of 'Jewell Wiza' -> 'Lakisha Washington' at offset 69; rest of document byte-identical
BPO resumes,Image_26,ethnicity,3,identity_replace,PASS,targeted replace of 'Jewell Wiza' -> 'Maria Hernandez' at offset 69; rest of document byte-identical
BPO resumes,Image_26,ethnicity,4,identity_replace,PASS,targeted replace of 'Jewell Wiza' -> 'Mei Chen' at offset 69; rest of document byte-identical
BPO resumes,Image_26,ethnicity,5,identity_replace,PASS,targeted replace of 'Jewell Wiza' -> 'Fatima Al-Sayed' at offset 69; rest of document byte-identical
BPO resumes,Image_26,age,1,age_replace,REVIEW,no safe education-year field found (employment/certification/project dates are protected); appended a synthetic field instead of editing body text; appended block only; original body byte-identical
BPO resumes,Image_26,age,2,age_replace,REVIEW,no safe education-year field found (employment/certification/project dates are protected); appended a synthetic field instead of editing body text; appended block only; original body byte-identical
BPO resumes,Image_26,age,3,age_replace,REVIEW,no safe education-year field found (employment/certification/project dates are protected); appended a synthetic field instead of editing body text; appended block only; original body byte-identical
BPO resumes,Image_26,age,4,age_replace,REVIEW,no safe education-year field found (employment/certification/project dates are protected); appended a synthetic field instead of editing body text; appended block only; original body byte-identical
BPO resumes,Image_26,age,5,age_replace,REVIEW,no safe education-year field found (employment/certification/project dates are protected); appended a synthetic field instead of editing body text; appended block only; original body byte-identical
BPO resumes,Image_26,nationality,1,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_26,nationality,2,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_26,nationality,3,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_26,nationality,4,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_26,nationality,5,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_26,languages,1,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_26,languages,2,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_26,languages,3,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_26,languages,4,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_26,languages,5,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_26,volunteering,1,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_26,volunteering,2,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_26,volunteering,3,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_26,volunteering,4,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_26,volunteering,5,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_26,extracurricular,1,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_26,extracurricular,2,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_26,extracurricular,3,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_26,extracurricular,4,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_26,extracurricular,5,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_26,education,1,institution_replace,PASS,appended block only; original body byte-identical
BPO resumes,Image_26,education,2,institution_replace,PASS,appended block only; original body byte-identical
BPO resumes,Image_26,education,3,institution_replace,PASS,appended block only; original body byte-identical
BPO resumes,Image_26,education,4,institution_replace,PASS,appended block only; original body byte-identical
BPO resumes,Image_26,education,5,institution_replace,PASS,appended block only; original body byte-identical
BPO resumes,Image_26,writing_style,1,reformat,PASS,word multiset identical; formatting only
BPO resumes,Image_26,writing_style,2,reformat,PASS,word multiset identical; formatting only
BPO resumes,Image_26,writing_style,3,reformat,PASS,word multiset identical; formatting only
BPO resumes,Image_26,writing_style,4,reformat,PASS,word multiset identical; formatting only
BPO resumes,Image_26,writing_style,5,reformat,PASS,word multiset identical; formatting only
BPO resumes,Image_26,leadership_language,1,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_26,leadership_language,2,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_26,leadership_language,3,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_26,leadership_language,4,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_26,leadership_language,5,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_26,resume_length,1,append_block,PASS,no-op (baseline)
BPO resumes,Image_26,resume_length,2,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_26,resume_length,3,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_26,resume_length,4,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_26,resume_length,5,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_65,name_gender,1,identity_replace,PASS,targeted replace of 'DOROTHEA WATSICA' -> 'Emily Walsh' at offset 0; rest of document byte-identical
BPO resumes,Image_65,name_gender,2,identity_replace,PASS,targeted replace of 'DOROTHEA WATSICA' -> 'Michael Walsh' at offset 0; rest of document byte-identical
BPO resumes,Image_65,name_gender,3,identity_replace,PASS,targeted replace of 'DOROTHEA WATSICA' -> 'Ashley Walsh' at offset 0; rest of document byte-identical
BPO resumes,Image_65,name_gender,4,identity_replace,PASS,targeted replace of 'DOROTHEA WATSICA' -> 'Brian Walsh' at offset 0; rest of document byte-identical
BPO resumes,Image_65,name_gender,5,identity_replace,PASS,targeted replace of 'DOROTHEA WATSICA' -> 'Jordan Walsh' at offset 0; rest of document byte-identical
BPO resumes,Image_65,ethnicity,1,identity_replace,PASS,targeted replace of 'DOROTHEA WATSICA' -> 'Emily Baker' at offset 0; rest of document byte-identical
BPO resumes,Image_65,ethnicity,2,identity_replace,PASS,targeted replace of 'DOROTHEA WATSICA' -> 'Lakisha Washington' at offset 0; rest of document byte-identical
BPO resumes,Image_65,ethnicity,3,identity_replace,PASS,targeted replace of 'DOROTHEA WATSICA' -> 'Maria Hernandez' at offset 0; rest of document byte-identical
BPO resumes,Image_65,ethnicity,4,identity_replace,PASS,targeted replace of 'DOROTHEA WATSICA' -> 'Mei Chen' at offset 0; rest of document byte-identical
BPO resumes,Image_65,ethnicity,5,identity_replace,PASS,targeted replace of 'DOROTHEA WATSICA' -> 'Fatima Al-Sayed' at offset 0; rest of document byte-identical
BPO resumes,Image_65,age,1,age_replace,REVIEW,no safe education-year field found (employment/certification/project dates are protected); appended a synthetic field instead of editing body text; appended block only; original body byte-identical
BPO resumes,Image_65,age,2,age_replace,REVIEW,no safe education-year field found (employment/certification/project dates are protected); appended a synthetic field instead of editing body text; appended block only; original body byte-identical
BPO resumes,Image_65,age,3,age_replace,REVIEW,no safe education-year field found (employment/certification/project dates are protected); appended a synthetic field instead of editing body text; appended block only; original body byte-identical
BPO resumes,Image_65,age,4,age_replace,REVIEW,no safe education-year field found (employment/certification/project dates are protected); appended a synthetic field instead of editing body text; appended block only; original body byte-identical
BPO resumes,Image_65,age,5,age_replace,REVIEW,no safe education-year field found (employment/certification/project dates are protected); appended a synthetic field instead of editing body text; appended block only; original body byte-identical
BPO resumes,Image_65,nationality,1,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_65,nationality,2,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_65,nationality,3,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_65,nationality,4,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_65,nationality,5,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_65,languages,1,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_65,languages,2,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_65,languages,3,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_65,languages,4,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_65,languages,5,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_65,volunteering,1,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_65,volunteering,2,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_65,volunteering,3,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_65,volunteering,4,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_65,volunteering,5,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_65,extracurricular,1,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_65,extracurricular,2,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_65,extracurricular,3,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_65,extracurricular,4,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_65,extracurricular,5,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_65,education,1,institution_replace,PASS,appended block only; original body byte-identical
BPO resumes,Image_65,education,2,institution_replace,PASS,appended block only; original body byte-identical
BPO resumes,Image_65,education,3,institution_replace,PASS,appended block only; original body byte-identical
BPO resumes,Image_65,education,4,institution_replace,PASS,appended block only; original body byte-identical
BPO resumes,Image_65,education,5,institution_replace,PASS,appended block only; original body byte-identical
BPO resumes,Image_65,writing_style,1,reformat,PASS,word multiset identical; formatting only
BPO resumes,Image_65,writing_style,2,reformat,PASS,word multiset identical; formatting only
BPO resumes,Image_65,writing_style,3,reformat,PASS,word multiset identical; formatting only
BPO resumes,Image_65,writing_style,4,reformat,PASS,word multiset identical; formatting only
BPO resumes,Image_65,writing_style,5,reformat,PASS,word multiset identical; formatting only
BPO resumes,Image_65,leadership_language,1,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_65,leadership_language,2,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_65,leadership_language,3,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_65,leadership_language,4,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_65,leadership_language,5,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_65,resume_length,1,append_block,PASS,no-op (baseline)
BPO resumes,Image_65,resume_length,2,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_65,resume_length,3,append_block,PASS,appended block only; original body byte-identical
